store_id,item_id,wm_yr_wk,sell_price
CA_3,HOBBIES_2_001,11105,5.47
CA_3,HOBBIES_2_001,11106,5.47
CA_3,HOBBIES_2_001,11107,5.47
CA_3,HOBBIES_2_001,11108,5.47
CA_3,HOBBIES_2_001,11109,5.47
CA_3,HOBBIES_2_001,11110,5.47
CA_3,HOBBIES_2_001,11111,5.47
CA_3,HOBBIES_2_001,11112,5.47
CA_3,HOBBIES_2_001,11113,5.47
CA_3,HOBBIES_2_001,11114,5.47
CA_3,HOBBIES_2_001,11115,5.47
CA_3,HOBBIES_2_001,11116,5.47
CA_3,HOBBIES_2_001,11117,5.47
CA_3,HOBBIES_2_001,11118,5.47
CA_3,HOBBIES_2_001,11119,5.47
CA_3,HOBBIES_2_001,11120,5.47
CA_3,HOBBIES_2_001,11121,5.47
CA_3,HOBBIES_2_001,11122,5.47
CA_3,HOBBIES_2_001,11123,5.47
CA_3,HOBBIES_2_001,11124,5.47
CA_3,HOBBIES_2_001,11125,5.47
CA_3,HOBBIES_2_001,11126,5.47
CA_3,HOBBIES_2_001,11127,5.47
CA_3,HOBBIES_2_001,11128,5.47
CA_3,HOBBIES_2_001,11129,5.47
CA_3,HOBBIES_2_001,11130,5.47
CA_3,HOBBIES_2_001,11131,5.47
CA_3,HOBBIES_2_001,11132,5.47
CA_3,HOBBIES_2_001,11133,5.47
CA_3,HOBBIES_2_001,11134,5.47
CA_3,HOBBIES_2_001,11135,5.47
CA_3,HOBBIES_2_001,11136,5.47
CA_3,HOBBIES_2_001,11137,5.47
CA_3,HOBBIES_2_001,11138,5.47
CA_3,HOBBIES_2_001,11139,5.47
CA_3,HOBBIES_2_001,11140,5.47
CA_3,HOBBIES_2_001,11141,5.47
CA_3,HOBBIES_2_001,11142,5.47
CA_3,HOBBIES_2_001,11143,5.47
CA_3,HOBBIES_2_001,11144,5.47
CA_3,HOBBIES_2_001,11145,5.47
CA_3,HOBBIES_2_001,11146,5.47
CA_3,HOBBIES_2_001,11147,5.47
CA_3,HOBBIES_2_001,11148,5.47
CA_3,HOBBIES_2_001,11149,5.47
CA_3,HOBBIES_2_001,11150,5.67
CA_3,HOBBIES_2_001,11151,5.67
CA_3,HOBBIES_2_001,11152,5.67
CA_3,HOBBIES_2_001,11201,5.67
CA_3,HOBBIES_2_001,11202,5.67
CA_3,HOBBIES_2_001,11203,5.67
CA_3,HOBBIES_2_001,11204,5.67
CA_3,HOBBIES_2_001,11205,5.67
CA_3,HOBBIES_2_001,11206,5.67
CA_3,HOBBIES_2_001,11207,5.67
CA_3,HOBBIES_2_001,11208,5.67
CA_3,HOBBIES_2_001,11209,5.67
CA_3,HOBBIES_2_001,11210,5.67
CA_3,HOBBIES_2_001,11211,5.67
CA_3,HOBBIES_2_001,11212,5.67
CA_3,HOBBIES_2_001,11213,5.67
CA_3,HOBBIES_2_001,11214,5.67
CA_3,HOBBIES_2_001,11215,5.67
CA_3,HOBBIES_2_001,11216,5.67
CA_3,HOBBIES_2_001,11217,5.67
CA_3,HOBBIES_2_001,11218,5.67
CA_3,HOBBIES_2_001,11219,5.67
CA_3,HOBBIES_2_001,11220,5.67
CA_3,HOBBIES_2_001,11221,5.67
CA_3,HOBBIES_2_001,11222,5.97
CA_3,HOBBIES_2_001,11223,5.97
CA_3,HOBBIES_2_001,11224,5.97
CA_3,HOBBIES_2_001,11225,5.97
CA_3,HOBBIES_2_001,11226,5.97
CA_3,HOBBIES_2_001,11227,5.97
CA_3,HOBBIES_2_001,11228,5.97
CA_3,HOBBIES_2_001,11229,5.97
CA_3,HOBBIES_2_001,11230,5.97
CA_3,HOBBIES_2_001,11231,5.97
CA_3,HOBBIES_2_001,11232,5.97
CA_3,HOBBIES_2_001,11233,5.97
CA_3,HOBBIES_2_001,11234,5.97
CA_3,HOBBIES_2_001,11235,5.97
CA_3,HOBBIES_2_001,11236,5.97
CA_3,HOBBIES_2_001,11237,5.97
CA_3,HOBBIES_2_001,11238,5.97
CA_3,HOBBIES_2_001,11239,5.97
CA_3,HOBBIES_2_001,11240,5.97
CA_3,HOBBIES_2_001,11241,5.97
CA_3,HOBBIES_2_001,11242,5.97
CA_3,HOBBIES_2_001,11243,5.97
CA_3,HOBBIES_2_001,11244,5.97
CA_3,HOBBIES_2_001,11245,5.97
CA_3,HOBBIES_2_001,11246,5.97
CA_3,HOBBIES_2_001,11247,5.97
CA_3,HOBBIES_2_001,11248,5.97
CA_3,HOBBIES_2_001,11249,5.97
CA_3,HOBBIES_2_001,11250,5.97
CA_3,HOBBIES_2_001,11251,5.97
CA_3,HOBBIES_2_001,11252,5.97
CA_3,HOBBIES_2_001,11301,5.97
CA_3,HOBBIES_2_001,11302,5.97
CA_3,HOBBIES_2_001,11303,5.97
CA_3,HOBBIES_2_001,11304,5.97
CA_3,HOBBIES_2_001,11305,5.97
CA_3,HOBBIES_2_001,11306,5.97
CA_3,HOBBIES_2_001,11307,5.97
CA_3,HOBBIES_2_001,11308,5.97
CA_3,HOBBIES_2_001,11309,5.97
CA_3,HOBBIES_2_001,11310,5.97
CA_3,HOBBIES_2_001,11311,5.97
CA_3,HOBBIES_2_001,11312,5.97
CA_3,HOBBIES_2_001,11313,5.97
CA_3,HOBBIES_2_001,11314,5.97
CA_3,HOBBIES_2_001,11315,5.97
CA_3,HOBBIES_2_001,11316,5.97
CA_3,HOBBIES_2_001,11317,5.97
CA_3,HOBBIES_2_001,11318,5.97
CA_3,HOBBIES_2_001,11319,5.97
CA_3,HOBBIES_2_001,11320,5.97
CA_3,HOBBIES_2_001,11321,5.97
CA_3,HOBBIES_2_001,11322,5.97
CA_3,HOBBIES_2_001,11323,5.97
CA_3,HOBBIES_2_001,11324,5.97
CA_3,HOBBIES_2_001,11325,5.97
CA_3,HOBBIES_2_001,11326,5.97
CA_3,HOBBIES_2_001,11327,5.97
CA_3,HOBBIES_2_001,11328,5.97
CA_3,HOBBIES_2_001,11329,5.97
CA_3,HOBBIES_2_001,11330,5.97
CA_3,HOBBIES_2_001,11331,5.97
CA_3,HOBBIES_2_001,11332,5.97
CA_3,HOBBIES_2_001,11333,5.97
CA_3,HOBBIES_2_001,11334,5.97
CA_3,HOBBIES_2_001,11335,5.97
CA_3,HOBBIES_2_001,11336,5.97
CA_3,HOBBIES_2_001,11337,5.97
CA_3,HOBBIES_2_001,11338,5.97
CA_3,HOBBIES_2_001,11339,5.97
CA_3,HOBBIES_2_001,11340,5.97
CA_3,HOBBIES_2_001,11341,5.97
CA_3,HOBBIES_2_001,11342,5.97
CA_3,HOBBIES_2_001,11343,5.97
CA_3,HOBBIES_2_001,11344,5.97
CA_3,HOBBIES_2_001,11345,5.97
CA_3,HOBBIES_2_001,11346,5.97
CA_3,HOBBIES_2_001,11347,5.97
CA_3,HOBBIES_2_001,11348,5.97
CA_3,HOBBIES_2_001,11349,5.97
CA_3,HOBBIES_2_001,11350,5.97
CA_3,HOBBIES_2_001,11351,5.97
CA_3,HOBBIES_2_001,11352,5.97
CA_3,HOBBIES_2_001,11353,5.97
CA_3,HOBBIES_2_001,11401,5.97
CA_3,HOBBIES_2_001,11402,5.97
CA_3,HOBBIES_2_001,11403,5.97
CA_3,HOBBIES_2_001,11404,5.97
CA_3,HOBBIES_2_001,11405,5.97
CA_3,HOBBIES_2_001,11406,5.97
CA_3,HOBBIES_2_001,11407,5.97
CA_3,HOBBIES_2_001,11408,5.97
CA_3,HOBBIES_2_001,11409,5.97
CA_3,HOBBIES_2_001,11410,5.47
CA_3,HOBBIES_2_001,11411,5.47
CA_3,HOBBIES_2_001,11412,5.47
CA_3,HOBBIES_2_001,11413,5.47
CA_3,HOBBIES_2_001,11414,5.47
CA_3,HOBBIES_2_001,11415,5.47
CA_3,HOBBIES_2_001,11416,5.47
CA_3,HOBBIES_2_001,11417,5.47
CA_3,HOBBIES_2_001,11418,5.47
CA_3,HOBBIES_2_001,11419,5.47
CA_3,HOBBIES_2_001,11420,5.47
CA_3,HOBBIES_2_001,11421,5.47
CA_3,HOBBIES_2_001,11422,5.47
CA_3,HOBBIES_2_001,11423,5.47
CA_3,HOBBIES_2_001,11424,5.47
CA_3,HOBBIES_2_001,11425,5.47
CA_3,HOBBIES_2_001,11426,5.47
CA_3,HOBBIES_2_001,11427,5.47
CA_3,HOBBIES_2_001,11428,5.47
CA_3,HOBBIES_2_001,11429,5.47
CA_3,HOBBIES_2_001,11430,5.47
CA_3,HOBBIES_2_001,11431,5.47
CA_3,HOBBIES_2_001,11432,5.47
CA_3,HOBBIES_2_001,11433,5.47
CA_3,HOBBIES_2_001,11434,5.47
CA_3,HOBBIES_2_001,11435,5.47
CA_3,HOBBIES_2_001,11436,5.47
CA_3,HOBBIES_2_001,11437,5.47
CA_3,HOBBIES_2_001,11438,5.47
CA_3,HOBBIES_2_001,11439,5.47
CA_3,HOBBIES_2_001,11440,5.47
CA_3,HOBBIES_2_001,11441,5.47
CA_3,HOBBIES_2_001,11442,5.47
CA_3,HOBBIES_2_001,11443,5.47
CA_3,HOBBIES_2_001,11444,5.47
CA_3,HOBBIES_2_001,11445,5.47
CA_3,HOBBIES_2_001,11446,5.47
CA_3,HOBBIES_2_001,11447,5.47
CA_3,HOBBIES_2_001,11448,5.47
CA_3,HOBBIES_2_001,11449,5.47
CA_3,HOBBIES_2_001,11450,5.47
CA_3,HOBBIES_2_001,11451,5.47
CA_3,HOBBIES_2_001,11452,5.47
CA_3,HOBBIES_2_001,11501,5.47
CA_3,HOBBIES_2_001,11502,5.47
CA_3,HOBBIES_2_001,11503,5.47
CA_3,HOBBIES_2_001,11504,5.47
CA_3,HOBBIES_2_001,11505,5.47
CA_3,HOBBIES_2_001,11506,5.47
CA_3,HOBBIES_2_001,11507,5.47
CA_3,HOBBIES_2_001,11508,5.47
CA_3,HOBBIES_2_001,11509,5.47
CA_3,HOBBIES_2_001,11510,5.47
CA_3,HOBBIES_2_001,11511,5.47
CA_3,HOBBIES_2_001,11512,5.47
CA_3,HOBBIES_2_001,11513,5.47
CA_3,HOBBIES_2_001,11514,5.47
CA_3,HOBBIES_2_001,11515,5.47
CA_3,HOBBIES_2_001,11516,5.47
CA_3,HOBBIES_2_001,11517,5.47
CA_3,HOBBIES_2_001,11518,5.47
CA_3,HOBBIES_2_001,11519,5.47
CA_3,HOBBIES_2_001,11520,5.47
CA_3,HOBBIES_2_001,11521,5.47
CA_3,HOBBIES_2_001,11522,5.47
CA_3,HOBBIES_2_001,11523,5.47
CA_3,HOBBIES_2_001,11524,5.47
CA_3,HOBBIES_2_001,11525,5.47
CA_3,HOBBIES_2_001,11526,5.47
CA_3,HOBBIES_2_001,11527,5.47
CA_3,HOBBIES_2_001,11528,5.47
CA_3,HOBBIES_2_001,11529,5.47
CA_3,HOBBIES_2_001,11530,5.47
CA_3,HOBBIES_2_001,11531,5.47
CA_3,HOBBIES_2_001,11532,5.47
CA_3,HOBBIES_2_001,11533,5.47
CA_3,HOBBIES_2_001,11534,5.47
CA_3,HOBBIES_2_001,11535,5.47
CA_3,HOBBIES_2_001,11536,5.47
CA_3,HOBBIES_2_001,11537,5.47
CA_3,HOBBIES_2_001,11538,5.47
CA_3,HOBBIES_2_001,11539,5.47
CA_3,HOBBIES_2_001,11540,5.47
CA_3,HOBBIES_2_001,11541,5.47
CA_3,HOBBIES_2_001,11542,5.47
CA_3,HOBBIES_2_001,11543,5.47
CA_3,HOBBIES_2_001,11544,5.47
CA_3,HOBBIES_2_001,11545,5.47
CA_3,HOBBIES_2_001,11546,5.47
CA_3,HOBBIES_2_001,11547,5.47
CA_3,HOBBIES_2_001,11548,5.47
CA_3,HOBBIES_2_001,11549,5.47
CA_3,HOBBIES_2_001,11550,5.47
CA_3,HOBBIES_2_001,11551,5.47
CA_3,HOBBIES_2_001,11552,5.47
CA_3,HOBBIES_2_001,11601,5.47
CA_3,HOBBIES_2_001,11602,5.47
CA_3,HOBBIES_2_001,11603,5.47
CA_3,HOBBIES_2_001,11604,5.47
CA_3,HOBBIES_2_001,11605,5.47
CA_3,HOBBIES_2_001,11606,5.47
CA_3,HOBBIES_2_001,11607,5.47
CA_3,HOBBIES_2_001,11608,5.47
CA_3,HOBBIES_2_001,11609,5.47
CA_3,HOBBIES_2_001,11610,5.47
CA_3,HOBBIES_2_001,11611,5.47
CA_3,HOBBIES_2_001,11612,5.47
CA_3,HOBBIES_2_001,11613,5.47
CA_3,HOBBIES_2_001,11614,5.47
CA_3,HOBBIES_2_001,11615,5.47
CA_3,HOBBIES_2_001,11616,5.47
CA_3,HOBBIES_2_001,11617,5.47
CA_3,HOBBIES_2_001,11618,5.47
CA_3,HOBBIES_2_001,11619,5.47
CA_3,HOBBIES_2_001,11620,5.47
CA_3,HOBBIES_2_001,11621,5.47
CA_3,HOBBIES_2_002,11101,1.97
CA_3,HOBBIES_2_002,11102,1.97
CA_3,HOBBIES_2_002,11103,1.97
CA_3,HOBBIES_2_002,11104,1.97
CA_3,HOBBIES_2_002,11105,1.97
CA_3,HOBBIES_2_002,11106,1.97
CA_3,HOBBIES_2_002,11107,1.97
CA_3,HOBBIES_2_002,11108,1.97
CA_3,HOBBIES_2_002,11109,1.97
CA_3,HOBBIES_2_002,11110,1.97
CA_3,HOBBIES_2_002,11111,1.97
CA_3,HOBBIES_2_002,11112,1.97
CA_3,HOBBIES_2_002,11113,1.97
CA_3,HOBBIES_2_002,11114,1.97
CA_3,HOBBIES_2_002,11115,1.97
CA_3,HOBBIES_2_002,11116,1.97
CA_3,HOBBIES_2_002,11117,1.97
CA_3,HOBBIES_2_002,11118,1.97
CA_3,HOBBIES_2_002,11119,1.97
CA_3,HOBBIES_2_002,11120,1.97
